Distance(mm),Time(ms),Hilbert Amptitude(mV)
15,0.38532,123.00013429186292
15,0.38536,125.00396171051155
15,0.3854,124.00812982690768
15,0.38544,123.0040129324601
15,0.38548,125.00067644382678
15,0.38552,124.00059140352748
15,0.38556,124.00016727687851
15,0.3856,124.00001324894365
15,0.38564,124.00149852155498
15,0.38568,125.00057996711409
15,0.38572,123.00175733364898
15,0.38576,124.00401459778308
15,0.3858,124.00019882812973
15,0.38584,124.00403967560668
15,0.38588,125.00006210071332
15,0.38592,124.00055546369738
15,0.38596,124.00002235450405
15,0.386,124.00000653306894
15,0.38604,124.00000601252309
15,0.38608,124.00051289130765
15,0.38612,123.00000017954615
15,0.38616,124.00429783211169
15,0.3862,124.0000032296268
15,0.38624,124.00446826276882
15,0.38628,125.00002352636271
15,0.38632,124.00033203414796
15,0.38636,124.00011892081383
15,0.3864,124.0000615773815
15,0.38644,124.00147545082494
15,0.38648,125.00020119518562
15,0.38652,124.00176088327939
15,0.38656,124.00043706815866
15,0.3866,124.00021423199381
15,0.38664,124.00230620486126
15,0.38668,125.00008134745218
15,0.38672,124.0011390361827
15,0.38676,124.00004964267687
15,0.3868,124.00010958950925
15,0.38684,124.00006382049459
15,0.38688,124.00085995280875
15,0.38692,123.00077062645275
15,0.38696,123.00358545886297
15,0.387,124.00676465216678
15,0.38704,125.00374120664624
15,0.38708,125.00050696651893
15,0.38712,124.00054513266527
15,0.38716,124.00002344095073
15,0.3872,124.00000828911809
15,0.38724,124.00124075159161
15,0.38728,125.00008517877461
15,0.38732,124.00197815897002
15,0.38736,124.0002453535508
15,0.3874,124.00030563371739
15,0.38744,124.00175742974265
15,0.38748,125.00020203705414
15,0.38752,124.00183051586403
15,0.38756,124.00106491414395
15,0.3876,123.00168889047809
15,0.38764,123.00604523271326
15,0.38768,125.00229923085698
15,0.38772,124.00080240089503
15,0.38776,124.00086667409253
15,0.3878,124.00002030518316
15,0.38784,124.00280141524135
15,0.38788,125.00000302498057
15,0.38792,124.00081540504084
15,0.38796,124.00008099500648
15,0.388,124.00000104873251
15,0.38804,124.00139239763163
15,0.38808,125.00003897210671
15,0.38812,124.00178111986644
15,0.38816,124.00018758445248
15,0.3882,124.00018523690076
15,0.38824,124.00174117543095
15,0.38828,125.00003168094251
15,0.38832,124.00148002709261
15,0.38836,124.00000498868316
15,0.3884,124.00012320034979
15,0.38844,124.00093577071465
15,0.38848,125.0000292257556
15,0.38852,124.00243811658257
15,0.38856,124.00000857648259
15,0.3886,124.00047766776848
15,0.38864,124.00000231496112
15,0.38868,124.00025972307392
15,0.38872,124.00000039745828
15,0.38876,124.00018633088594
15,0.3888,124.00000000089555
15,0.38884,124.00015447443784
15,0.38888,124.00000014963776
15,0.38892,124.00014399643239
15,0.38896,124.00000045790765
15,0.389,124.00015632221105
15,0.38904,124.0000007605787
15,0.38908,124.0002360342331
15,0.38912,124.00000098421074
15,0.38916,124.00137121327094
15,0.3892,123.00000110539033
15,0.38924,124.00492706130895
15,0.38928,125.00000107650263
15,0.38932,124.00153057717851
15,0.38936,124.00000095052599
15,0.3894,124.00047923298276
15,0.38944,124.00000070565112
15,0.38948,124.00193276552676
15,0.38952,123.00000039035484
15,0.38956,124.00178890003838
15,0.3896,124.00000008660695
15,0.38964,124.00165672557917
15,0.38968,125.00000003743821
15,0.38972,124.00254465296713
15,0.38976,124.00000088654862
15,0.3898,124.00274441228167
15,0.38984,123.00000470768875
15,0.38988,124.00108059078154
15,0.38992,124.0000194535821
15,0.38996,124.00005895190166
15,0.39,124.00009491150426
15,0.39004,124.00001051633613
15,0.39008,124.00134207569903
15,0.39012,123.00000243877406
15,0.39016,124.00196031526598
15,0.3902,124.00000053360951
15,0.39024,124.00030232286487
15,0.39028,124.00000007999917
15,0.39032,124.00014553901907
15,0.39036,124.00000000124462
15,0.3904,124.00009656593915
15,0.39044,124.00000000819173
15,0.39048,124.0000743840741
15,0.39052,124.00000001774472
15,0.39056,124.00006240496798
15,0.3906,124.00000001273605
15,0.39064,124.00005534090026
15,0.39068,124.00000000154762
15,0.39072,124.00005105572048
15,0.39076,124.00000000703196
15,0.3908,124.00004855207455
15,0.39084,124.00000006666957
15,0.39088,124.00004731344009
15,0.39092,124.00000024004687
15,0.39096,124.00004702473393
15,0.391,124.0000006258008
15,0.39104,124.00004736429723
15,0.39108,124.00000139671451
15,0.39112,124.00004758823215
15,0.39116,124.00000287599
15,0.3912,124.00004495548067
15,0.39124,124.00000571876099
15,0.39128,124.00002710717928
15,0.39132,124.000011402356
15,0.39136,124.00015442043346
15,0.3914,123.00002400269607
15,0.39144,124.01399314277812
15,0.39148,126.00005504356609
15,0.39152,124.00899799034225
15,0.39156,123.00017723658355
15,0.3916,124.00160845629743
15,0.39164,124.00166100151489
15,0.39168,125.00237180778944
15,0.39172,125.00153143131996
15,0.39176,124.00112383329423
15,0.3918,124.00012231401253
15,0.39184,124.00004080167405
15,0.39188,124.00001118807286
15,0.39192,124.0000000001593
15,0.39196,124.00001934210603
15,0.392,124.00002015913354
15,0.39204,124.0010708909454
15,0.39208,125.00012193676555
15,0.39212,124.00222021422628
15,0.39216,124.00150732173432
15,0.3922,125.00036575044062
15,0.39224,124.00171780105718
15,0.39228,124.00015471313029
15,0.39232,124.0001964532894
15,0.39236,124.00004628102339
15,0.3924,124.00006685761197
15,0.39244,124.0002629490712
15,0.39248,125.00002879489702
15,0.39252,124.00821605716044
15,0.39256,123.00001252071485
15,0.3926,124.00031720861695
15,0.39264,124.00000365780383
15,0.39268,124.00001071483992
15,0.39272,124.00000001238011
15,0.39276,124.00003588185183
15,0.3928,124.0000065100622
15,0.39284,124.00004520660677
15,0.39288,124.00006720767315
15,0.39292,124.00004801300986
15,0.39296,124.00125083210993
15,0.393,125.00004730032
15,0.39304,124.00204525790157
15,0.39308,124.00004473522092
15,0.39312,124.0003175359022
15,0.39316,124.00003787954067
15,0.3932,124.00012863187301
15,0.39324,124.00002348824194
15,0.39328,124.00003047928547
15,0.39332,124.00000076402983
15,0.39336,124.00038097730301
15,0.3934,125.00056761364313
15,0.39344,125.00449195402423
15,0.39348,124.00367283218263
15,0.39352,124.00478542658405
15,0.39356,123.00173334229449
15,0.3936,124.0001417931106
15,0.39364,124.00470092249867
15,0.39368,123.0015801803525
15,0.39372,123.0001587278356
15,0.39376,123.00138945494714
15,0.3938,124.00179624970818
15,0.39384,124.00007291900302
15,0.39388,124.00011079167908
15,0.39392,124.00000469890267
15,0.39396,124.0000086841217
15,0.394,124.00000090955832
15,0.39404,124.00000070941792
15,0.39408,124.00000955167873
15,0.39412,124.00001228356066
15,0.39416,124.0000247306164
15,0.3942,124.0000360493574
15,0.39424,124.00004996593262
15,0.39428,124.00008467755266
15,0.39432,124.00010126003764
15,0.39436,124.00023410598332
15,0.3944,124.00025868747535
15,0.39444,124.0018375109884
15,0.39448,123.00192234997819
15,0.39452,123.00141016069499
15,0.39456,124.00133169216669
15,0.3946,124.00009686733539
15,0.39464,124.00007611655631
15,0.39468,124.00001407635845
15,0.39472,124.0000051793639
15,0.39476,124.00000029263845
15,0.3948,124.0000024393011
15,0.39484,124.00000425240187
15,0.39488,124.0000293404827
15,0.39492,124.00002678633261
15,0.39496,124.0001421653632
15,0.395,124.00012233855767
15,0.39504,124.00158507694516
15,0.39508,123.00147751509677
15,0.39512,123.00162140204256
15,0.39516,124.0018055600963
15,0.3952,124.00014426502014
15,0.39524,124.00024593662958
15,0.39528,124.00002284828025
15,0.39532,124.00011507846654
15,0.39536,124.00000370014122
15,0.3954,124.00008736778561
15,0.39544,124.0007885260013
15,0.39548,123.00010154437487
15,0.39552,124.00326755192013
15,0.39556,124.00020388124945
15,0.3956,124.00318973291137
15,0.39564,125.00161355684635
15,0.39568,125.00090566477036
15,0.39572,124.00170380531466
15,0.39576,124.00003372049869
15,0.3958,124.00022517495273
15,0.39584,124.00000273696504
15,0.39588,124.00010520691441
15,0.39592,124.00000011729139
15,0.39596,124.00007366361133
15,0.396,124.00000648953774
15,0.39604,124.00006335222848
15,0.39608,124.00005526672335
15,0.39612,124.00006178537828
15,0.39616,124.0011284542116
15,0.3962,125.00006531512676
15,0.39624,124.00233754668923
15,0.39628,124.00007548014818
15,0.39632,124.00052388749114
15,0.39636,124.00009303374868
15,0.3964,124.00038570886262
15,0.39644,124.00012530498692
15,0.39648,124.00043084880541
15,0.39652,124.00019344559864
15,0.39656,124.00069644872211
15,0.3966,124.00039544432602
15,0.39664,124.00300011369093
15,0.39668,123.00229383860476
15,0.39672,123.00052846910064
15,0.39676,124.00101098081694
15,0.3968,124.00013218775605
15,0.39684,124.00000597315832
15,0.39688,124.00240798817829
15,0.39692,123.00007195552327
15,0.39696,124.00000678203433
15,0.397,123.00144367284945
15,0.39704,123.0030777863469
15,0.39708,124.00172791710901
15,0.39712,124.00048789334035
15,0.39716,124.00018545979594
15,0.3972,124.00018989027572
15,0.39724,124.00005548710632
15,0.39728,124.00009407940627
15,0.39732,124.0000200057364
15,0.39736,124.0000515826319
15,0.3974,124.00000662316198
15,0.39744,124.00002940160525
15,0.39748,124.00000131383088
15,0.39752,124.00001667942304
15,0.39756,124.00000000426743
15,0.3976,124.00000898950731
15,0.39764,124.00000146063874
15,0.39768,124.00000427408669
15,0.39772,124.00000577817457
15,0.39776,124.00000150636988
15,0.3978,124.00001441206048
15,0.39784,124.00000018396685
15,0.39788,124.00003178250805
15,0.39792,124.00000014013025
15,0.39796,124.0000726622893
15,0.398,124.00000153497236
15,0.39804,124.00021193248972
15,0.39808,124.00000508252123
15,0.39812,124.00178933970753
15,0.39816,123.00001308620308
15,0.3982,124.00140135649707
15,0.39824,124.00003324853513
15,0.39828,124.00007352873985
15,0.39832,124.00011259034426
15,0.39836,124.00000188093294
15,0.3984,124.00130304570828
15,0.39844,123.00083751577364
15,0.39848,123.00243269776851
15,0.39852,124.00308643640253
15,0.39856,124.00228643039765
15,0.3986,125.00289747690346
15,0.39864,125.00160708478593
15,0.39868,124.00113125907467
15,0.39872,124.00034368252166
15,0.39876,124.00011183088509
15,0.3988,124.00042237874122
15,0.39884,124.00007191884445
15,0.39888,124.00219984246365
15,0.39892,123.00010188786455
15,0.39896,124.00112358127083
15,0.399,124.00024278639512
15,0.39904,124.00002931261123
15,0.39908,124.00186625369206
15,0.39912,123.0000041159762
15,0.39916,124.00132418684687
15,0.3992,124.00006371630866
15,0.39924,124.00005024821198
15,0.39928,124.00029321422048
15,0.39932,124.00001418305767
15,0.39936,124.00255579718223
15,0.3994,123.00110588123844
15,0.39944,123.0000054706723
15,0.39948,123.00216486935658
15,0.39952,124.00302936977232
15,0.39956,124.00034069821126
15,0.3996,124.00043517098722
15,0.39964,124.00015326035857
15,0.39968,124.00008040962113
15,0.39972,124.0000907317276
15,0.39976,124.00032850299964
15,0.3998,123.00006113351571
15,0.39984,124.00686396026494
15,0.39988,125.00004286167416
15,0.39992,124.00271631449006
15,0.39996,123.0000321454708
15,0.4,124.00265570064599
15,0.40004,124.00002393140969
15,0.40008,124.00104075692109
15,0.40012,124.00001800425677
15,0.40016,124.00294258014065
15,0.4002,125.00001327539508
15,0.40024,124.00083572299363
15,0.40028,124.0000096503677
15,0.40032,124.00001115824101
15,0.40036,124.00000656509161
15,0.4004,124.00000126948089
15,0.40044,124.00000399950513
15,0.40048,124.00000780731175
15,0.40052,124.00000193085862
15,0.40056,124.00001319876861
15,0.4006,124.0000004770401
15,0.40064,124.00001733280116
15,0.40068,124.00000002556743
15,0.40072,124.00002101191711
15,0.40076,124.00000162322162
15,0.4008,124.00002496416901
15,0.40084,124.00000830412125
15,0.40088,124.00002996009667
15,0.40092,124.00003094984963
15,0.40096,124.00003711978549
15,0.401,124.00013004556027
15,0.40104,124.00004857691076
15,0.40108,124.001516070374
15,0.40112,123.00006999353421
15,0.40116,124.0016890645964
15,0.4012,124.00011560310612
15,0.40124,124.00016602878327
15,0.40128,124.0002654889221
15,0.40132,124.00002731444621
15,0.40136,124.00188824443663
15,0.4014,125.00000576024574
15,0.40144,124.00137688300865
15,0.40148,124.00093349873076
15,0.40152,123.00009586932995
15,0.40156,124.00246027628
15,0.4016,124.00001433307848
15,0.40164,124.00049476564898
15,0.40168,124.00000038876804
15,0.40172,124.00027698261054
15,0.40176,124.00000404240325
15,0.4018,124.00020394088489
15,0.40184,124.00002751259305
15,0.40188,124.00017150525895
15,0.40192,124.00012909812399
15,0.40196,124.00015745444837
15,0.402,124.0015179924691
15,0.40204,125.00015453793723
15,0.40208,124.00170016233275
15,0.40212,124.0001674782949
15,0.40216,124.00018319847157
15,0.4022,124.00020393991916
15,0.40224,124.00005162350894
15,0.40228,124.0003269549334
15,0.40232,124.00001206550564
15,0.40236,124.00168157009576
15,0.4024,125.00000004910578
15,0.40244,124.0041159854706
15,0.40248,123.00004291453484
15,0.40252,124.00247851300927
15,0.40256,124.00116518054858
15,0.4026,125.00320614991304
15,0.40264,125.00211739145747
15,0.40268,124.00050739407925
15,0.40272,124.00035415590185
15,0.40276,124.00084669776274
15,0.4028,125.0001687570771
15,0.40284,124.00240564078288
15,0.40288,124.00010737526578
15,0.40292,124.00063838888882
15,0.40296,124.00007562614653
15,0.403,124.00206491267403
15,0.40304,123.00005603118503
15,0.40308,124.00150656321007
15,0.40312,124.00004074525958
15,0.40316,124.0002017667682
15,0.4032,124.0000282783887
15,0.40324,124.00011768366078
15,0.40328,124.00001676565195
15,0.40332,124.00011578679454
15,0.40336,124.0000060162569
15,0.4034,124.00015897278583
15,0.40344,124.00000004473277
15,0.40348,124.00032487713808
15,0.40352,124.00003616125657
15,0.40356,124.00206805380357
15,0.4036,125.00111713694417
15,0.40364,125.00114762922165
15,0.40368,124.00213104487534
15,0.40372,124.00000923773078
15,0.40376,124.00025761141647
15,0.4038,124.00072557216927
15,0.40384,125.00011932785077
15,0.40388,125.00322655419828
15,0.40392,124.00892370786809
15,0.40396,123.00313630807284
15,0.404,123.0002168199287
15,0.40404,124.0009768145614
15,0.40408,124.0000364287884
15,0.40412,124.00005107094874
15,0.40416,124.000072426309
15,0.4042,124.00001158084689
15,0.40424,124.00008249172846
15,0.40428,124.00000455894502
15,0.40432,124.00008444302527
15,0.40436,124.00000221840992
15,0.4044,124.0000835646396
15,0.40444,124.00000083271728
15,0.40448,124.0000815558072
15,0.40452,124.00000000756563
15,0.40456,124.00007899636364
15,0.4046,124.00000936100835
15,0.40464,124.00007605692902
15,0.40468,124.00059801729017
15,0.40472,123.0000733222789
15,0.40476,124.00698279458068
15,0.4048,125.00006836314651
15,0.40484,124.0005741653126
15,0.40488,124.00006442802888
15,0.40492,124.0000042196717
15,0.40496,124.00005901165291
15,0.405,124.00000217338535
15,0.40504,124.00005230147181
15,0.40508,124.00000962477387
15,0.40512,124.00004379509069
15,0.40516,124.00001956777596
15,0.4052,124.00003283867844
15,0.40524,124.00003597073854
15,0.40528,124.00001885844671
15,0.40532,124.00007223908281
15,0.40536,124.00000351811846
15,0.4054,124.00019683572438
15,0.40544,124.0000140899686
15,0.40548,124.00168853189662
15,0.40552,125.00095807635223
15,0.40556,125.0015605979463
15,0.4056,124.00241736890554
15,0.40564,124.00015944174879
15,0.40568,124.00044794389021
15,0.40572,124.00005119822103
15,0.40576,124.00018825723595
15,0.4058,124.00002270319189
15,0.40584,124.0000397744073
15,0.40588,124.00001155679378
15,0.40592,124.00046669399978
15,0.40596,125.0000061861965
15,0.406,124.00345786709224
15,0.40604,124.00000338648579
15,0.40608,124.00100670475223
15,0.40612,124.00000175761794
15,0.40616,124.0007001822177
15,0.4062,124.00000080621459
15,0.40624,124.00060118495355
15,0.40628,124.00000027322467
15,0.40632,124.00057202760676
15,0.40636,124.00000003139724
15,0.4064,124.00058992530619
15,0.40644,124.00000002439266
15,0.40648,124.00067397617178
15,0.40652,124.00000024274419
15,0.40656,124.00095319439323
15,0.4066,124.00000071867882
15,0.40664,124.00329928417227
15,0.40668,123.00000154836572
15,0.40672,124.00056404791457
15,0.40676,124.0000028598361
15,0.4068,124.00000821759276
15,0.40684,124.00000500969091
15,0.40688,124.00006213238308
15,0.40692,124.00000863281181
15,0.40696,124.00009437760558
15,0.407,124.0000151789904
15,0.40704,124.0001062940973
15,0.40708,124.00002843660535
15,0.40712,124.00010015067646
15,0.40716,124.00006106952621
15,0.4072,124.00007156721033
15,0.40724,124.00017968842792
15,0.40728,124.0000137745071
15,0.40732,124.00164802490552
15,0.40736,125.00050963369952
15,0.4074,125.00158350055821
15,0.40744,124.00344786852837
15,0.40748,124.00015902430403
15,0.40752,124.00104217272902
15,0.40756,124.0000446608881
15,0.4076,124.00075072411079
15,0.40764,124.00001288716216
15,0.40768,124.00065524353519
15,0.40772,124.00000112931016
15,0.40776,124.00061660777128
15,0.4078,124.0000040748351
15,0.40784,124.00060254940227
15,0.40788,124.00006276904118
15,0.40792,124.00060189905138
15,0.40796,124.0012411489773
15,0.408,125.00060504468176
15,0.40804,124.00205820818498
15,0.40808,124.0006244155533
15,0.40812,124.00033261768905
15,0.40816,124.00064435391683
15,0.4082,124.000161875748
15,0.40824,124.00066938551166
15,0.40828,124.00010673434346
15,0.40832,124.00069961283097
15,0.40836,124.00008102175099
15,0.4084,124.00073553557218
15,0.40844,124.00006671264258
15,0.40848,124.00077809377649
15,0.40852,124.00005794534461
15,0.40856,124.0008288198531
15,0.4086,124.00005229954436
15,0.40864,124.00089016071075
15,0.40868,124.00004861595926
15,0.40872,124.00096613166879
15,0.40876,124.00004628422525
15,0.4088,124.00106371661131
15,0.40884,124.0000449661566
15,0.40888,124.00119619003749
15,0.40892,124.00004447498016
15,0.40896,124.00139230567784
15,0.409,124.0000447193127
15,0.40904,124.00172843704424
15,0.40908,124.00004567820923
15,0.40912,124.00249837911974
15,0.40916,124.00004739450848
15,0.4092,124.0069017253613
15,0.40924,123.00005038961989
15,0.40928,124.00089863984118
15,0.40932,123.0000540951642
15,0.40936,124.00053237808035
15,0.4094,124.00005879501596
15,0.40944,124.00010342472851
15,0.40948,124.00006605150121
15,0.40952,124.00035454595255
15,0.40956,124.00007666515857
15,0.4096,124.00054957503767
15,0.40964,124.0000931940013
15,0.40968,124.00070907037497
15,0.40972,124.00012178649371
15,0.40976,124.00085062289224
15,0.4098,124.00018121042778
15,0.40984,124.00098437788633
15,0.40988,124.00036038418465
15,0.40992,124.00111654285469
15,0.40996,124.00212353797046
15,0.41,123.00126143085666
15,0.41004,124.0011976159683
15,0.41008,124.00139146939726
15,0.41012,124.00005599992083
15,0.41016,124.00153926993767
15,0.4102,124.00000366624666
15,0.41024,124.00169586982294
15,0.41028,124.00000032347397
15,0.41032,124.00186112869274
15,0.41036,124.0000040028335
15,0.4104,124.00203229492516
15,0.41044,124.00000842261265
15,0.41048,124.00220089440849
15,0.41052,124.00001160649822
15,0.41056,124.00234447151531
15,0.4106,124.00001173262964
15,0.41064,124.00240067463994
15,0.41068,124.0000061824482
15,0.41072,124.00215721658043
15,0.41076,124.00000190439283
15,0.4108,124.00047583301921
15,0.41084,125.00069946721393
15,0.41088,125.01042509360923
15,0.41092,124.00318952877441
15,0.41096,124.00298240107341
15,0.411,125.00104026403042
15,0.41104,124.01876897527085
15,0.41108,124.00097118184824
15,0.41112,124.01342261704313
15,0.41116,124.0013320094682
15,0.4112,124.01411680982055
15,0.41124,124.00421968726837
15,0.41128,123.01633942357174
15,0.41132,124.0001726769315
15,0.41136,124.0195334592187
15,0.4114,124.0003220127309
15,0.41144,124.02450958479864
15,0.41148,124.00086214510945
15,0.41152,124.03206803517371
15,0.41156,124.00165079205298
15,0.4116,124.04408817447843
15,0.41164,124.00312184235543
15,0.41168,124.06460464377108
15,0.41172,124.00637275812967
15,0.41176,124.10316530326511
15,0.4118,124.0126201643729
15,0.41184,125.17608114619662
15,0.41188,125.12759117166374
15,0.41192,124.59829738628407
15,0.41196,126.9518563021713
20,0.38,83.58477563471477
20,0.38004,95.06284292954074
20,0.38008,162.76891057910208
20,0.38012,100.38709449469978
20,0.38016,138.75863471233842
20,0.3802,125.03444208366653
20,0.38024,117.43309839728322
20,0.38028,135.03062384540937
20,0.38032,115.02118884965608
20,0.38036,129.1984523243508
20,0.3804,124.04623170849798
20,0.38044,120.14475191257057
20,0.38048,130.0068999444975
20,0.38052,118.01048862118891
20,0.38056,127.24202349188913
20,0.3806,124.08917093968991
20,0.38064,121.20569784126114
20,0.38068,129.00298123173977
20,0.38072,120.0012054546317
20,0.38076,126.04258930508392
20,0.3808,123.00695171978407
20,0.38084,122.08594586403106
20,0.38088,128.00541042656877
20,0.38092,121.0012648194126
20,0.38096,126.10140717823572
20,0.381,125.01794495027197
20,0.38104,123.06836819441035
20,0.38108,128.00007713702155
20,0.38112,123.00040830823485
20,0.38116,126.0048503009002
20,0.3812,124.02114566587996
20,0.38124,122.00974580960094
20,0.38128,126.0009447366669
20,0.38132,122.00300944729281
20,0.38136,125.01883989152635
20,0.3814,123.02102639882379
20,0.38144,122.04700609316927
20,0.38148,126.00003317295669
20,0.38152,122.00103507765138
20,0.38156,125.0181733532974
20,0.3816,124.00174510220353
20,0.38164,123.0177100918866
20,0.38168,126.00045775775591
20,0.38172,122.00042136436288
20,0.38176,125.02997298176766
20,0.3818,124.00666689032558
20,0.38184,123.0302154802939
20,0.38188,126.00016354621414
20,0.38192,123.00039748630017
20,0.38196,125.00764752125455
20,0.382,124.0017975686127
20,0.38204,123.01391609678257
20,0.38208,126.00256816035683
20,0.38212,123.00069613798453
20,0.38216,125.01552154281254
20,0.3822,124.00628862747898
20,0.38224,123.02403511267585
20,0.38228,126.00187906662174
20,0.38232,124.00015132674413
20,0.38236,125.00148593276865
20,0.3824,124.00042658590222
20,0.38244,124.00927246607823
20,0.38248,126.0000498052039
20,0.38252,123.00158278302185
20,0.38256,125.00870152248751
20,0.3826,124.00491828152173
20,0.38264,124.01605792157889
20,0.38268,126.00312524451175
20,0.38272,123.00033469585821
20,0.38276,125.00166624731386
20,0.3828,124.00595145684014
20,0.38284,123.00239096283941
20,0.38288,125.00027701570939
20,0.38292,123.00019813883526
20,0.38296,125.00745989368258
20,0.383,124.0097331757141
20,0.38304,123.00798975872506
20,0.38308,125.00008029525017
20,0.38312,123.00060349216292
20,0.38316,125.00357396166596
20,0.3832,124.0036036359833
20,0.38324,123.00399409894402
20,0.38328,125.00108462822837
20,0.38332,123.00000344120858
20,0.38336,125.01589727167215
20,0.3834,125.00341821581901
20,0.38344,124.00191412901493
20,0.38348,125.00276720097261
20,0.38352,123.00025426501261
20,0.38356,124.0015308939533
20,0.3836,124.00019298628507
20,0.38364,124.00156646074036
20,0.38368,125.00034236058026
20,0.38372,124.00265005108763
20,0.38376,124.00000469106281
20,0.3838,123.00322412302638
20,0.38384,123.01375370232302
20,0.38388,125.00002098176917
20,0.38392,123.00132752401385
20,0.38396,125.00427791167238
20,0.384,124.00063719983329
20,0.38404,124.00363776634623
20,0.38408,125.00030667689515
20,0.38412,123.00099294277248
20,0.38416,124.00614823072124
20,0.3842,124.0010508162434
20,0.38424,123.00776056623928
20,0.38428,125.0030300000152
20,0.38432,124.00098552822531
20,0.38436,125.00127718898644
20,0.3844,124.00048485806488
20,0.38444,124.00348264686048
20,0.38448,125.00014930525487
20,0.38452,124.00052564382148
20,0.38456,124.00055998114021
20,0.3846,124.00000673592217
20,0.38464,124.0012193685568
20,0.38468,124.00009797133858
20,0.38472,123.0046338602553
20,0.38476,125.01165470157221
20,0.3848,125.00001526576085
20,0.38484,124.00123186254248
20,0.38488,125.00299519239506
20,0.38492,125.00002452917792
20,0.38496,125.00013116012909
20,0.385,124.00185470529708
20,0.38504,124.00265380609824
20,0.38508,125.00002973405405
20,0.38512,124.00003605239738
20,0.38516,125.00012097478296
20,0.3852,124.00179800739913
20,0.38524,124.0023011187018
20,0.38528,125.0000192045634
20,0.38532,124.0000075172804
20,0.38536,125.00015309693053
20,0.3854,124.00289684759704
20,0.38544,124.00244181133948
20,0.38548,125.00032718608637
20,0.38552,124.00000239760844
20,0.38556,125.0000199497979
20,0.3856,124.00284787495556
20,0.38564,124.00068393645685
20,0.38568,125.00037418745293
20,0.38572,124.0028518636297
20,0.38576,124.00010804362685
20,0.3858,124.00081669543586
20,0.38584,124.00003149184244
20,0.38588,124.0021455413419
20,0.38592,123.00000546812612
20,0.38596,124.00188528431522
20,0.386,124.00000018170488
20,0.38604,124.00208233754853
20,0.38608,125.00001173595093
20,0.38612,124.00153377243042
20,0.38616,124.0000752826644
20,0.3862,124.00019367069959
20,0.38624,124.00115807680825
20,0.38628,125.00012832471481
20,0.38632,124.00273006611835
20,0.38636,124.0008947398333
20,0.3864,123.00301972620603
20,0.38644,123.00649993364404
20,0.38648,125.00007911720778
20,0.38652,123.00062987809358
20,0.38656,124.00542164633471
20,0.3866,124.00000000578298
20,0.38664,124.0057431588671
20,0.38668,125.00008708367722
20,0.38672,124.00025756579454
20,0.38676,125.00145643060681
20,0.3868,125.00154335751716
20,0.38684,124.00168380129145
20,0.38688,124.00004134365318
20,0.38692,124.0001599244567
20,0.38696,124.00003003501047
20,0.387,124.00003132402986
20,0.38704,124.00121547237389
20,0.38708,125.00000087078959
20,0.38712,124.00208028023894
20,0.38716,124.00002532918964
20,0.3872,124.00046046265352
20,0.38724,124.00087426772632
20,0.38728,125.00156081719109
20,0.38732,123.00556896779925
20,0.38736,123.00250237317171
20,0.3874,124.00164767578546
20,0.38744,124.00271020735981
20,0.38748,125.00229773091516
20,0.38752,125.00103179914345
20,0.38756,124.00106342817806
20,0.3876,124.0000306034251
20,0.38764,124.00000010089568
20,0.38768,124.00000219511712
20,0.38772,124.0010724359689
20,0.38776,125.00007741156186
20,0.3878,124.0019723067531
20,0.38784,124.00136123968795
20,0.38788,125.00018573900209
20,0.38792,124.00186432827819
20,0.38796,124.00000344098763
20,0.388,124.00024064953534
20,0.38804,124.00079741610416
20,0.38808,125.00008190497553
20,0.38812,124.0025612172242
20,0.38816,124.00001572602388
20,0.3882,124.00049151755412
20,0.38824,124.00033010243709
20,0.38828,125.00023946875159
20,0.38832,124.00818238372152
20,0.38836,123.00014673285195
20,0.3884,124.0001792592992
20,0.38844,124.00009108660436
20,0.38848,124.00111634101496
20,0.38852,123.00005194500504
20,0.38856,124.00220570393294
20,0.3886,124.00001759696418
20,0.38864,124.00060493441988
20,0.38868,124.0000023311838
20,0.38872,124.0021078418568
20,0.38876,125.00080213759104
20,0.3888,125.00135903545609
20,0.38884,124.0028088013907
20,0.38888,124.00008942878759
20,0.38892,124.00076731855812
20,0.38896,124.00020991818901
20,0.389,125.00072612832297
20,0.38904,124.00937447102491
20,0.38908,123.00262533578551
20,0.38912,123.00022572975848
20,0.38916,123.0010210922914
20,0.3892,124.00202244078662
20,0.38924,124.00004267339368
20,0.38928,124.000237375559
20,0.38932,124.00000768042922
20,0.38936,124.00008761809049
20,0.3894,124.00000566793695
20,0.38944,124.0000476542017
20,0.38948,124.00001538116125
20,0.38952,124.00003209494842
20,0.38956,124.00007953911805
20,0.3896,124.00002492928516
20,0.38964,124.00127100874933
20,0.38968,125.00002139258991
20,0.38972,124.00205536824637
20,0.38976,124.0000204258348
20,0.3898,124.0003423413683
20,0.38984,124.00002108098282
20,0.38988,124.00017595417368
20,0.38992,124.00002388417691
20,0.38996,124.00012603186411
20,0.39,124.00003051052474
20,0.39004,124.00011043071153
20,0.39008,124.0000471901791
20,0.39012,124.00012174078041
20,0.39016,124.00010970727251
20,0.3902,124.00020997008734
20,0.39024,124.00108115750557
20,0.39028,125.00150468068682
20,0.39032,123.00544500835352
20,0.39036,123.00211323275856
20,0.3904,124.001368037779
20,0.39044,124.00071503770634
20,0.39048,124.00047320512459
20,0.39052,124.00289768131951
20,0.39056,125.00234483529088
20,0.3906,125.00000524658319
20,0.39064,125.00013765830973
