Distance(mm),Time(ms),Amptitude(mV)
40,0.400200,122.00
40,0.400240,122.00
40,0.400280,123.00
40,0.400320,124.00
40,0.400360,125.00
40,0.400400,125.00
40,0.400440,126.00
40,0.400480,125.00
40,0.400520,124.00
40,0.400560,124.00
40,0.400600,123.00
40,0.400640,123.00
40,0.400680,124.00
40,0.400720,124.00
40,0.400760,124.00
40,0.400800,124.00
40,0.400840,125.00
40,0.400880,126.00
40,0.400920,125.00
40,0.400960,124.00
40,0.401000,124.00
40,0.401040,124.00
40,0.401080,123.00
40,0.401120,123.00
40,0.401160,124.00
40,0.401200,124.00
40,0.401240,124.00
40,0.401280,125.00
40,0.401320,126.00
40,0.401360,125.00
40,0.401400,125.00
40,0.401440,125.00
40,0.401480,124.00
40,0.401520,123.00
40,0.401560,123.00
40,0.401600,123.00
40,0.401640,123.00
40,0.401680,124.00
40,0.401720,124.00
40,0.401760,125.00
40,0.401800,125.00
40,0.401840,124.00
40,0.401880,125.00
40,0.401920,124.00
40,0.401960,123.00
40,0.402000,123.00
40,0.402040,123.00
40,0.402080,123.00
40,0.402120,124.00
40,0.402160,124.00
40,0.402200,125.00
40,0.402240,125.00
40,0.402280,125.00
40,0.402320,125.00
40,0.402360,124.00
40,0.402400,124.00
40,0.402440,124.00
40,0.402480,123.00
40,0.402520,124.00
40,0.402560,125.00
40,0.402600,125.00
40,0.402640,125.00
40,0.402680,125.00
40,0.402720,124.00
40,0.402760,123.00
40,0.402800,121.00
40,0.402840,120.00
40,0.402880,122.00
40,0.402920,126.00
40,0.402960,129.00
40,0.403000,131.00
40,0.403040,131.00
40,0.403080,128.00
40,0.403120,124.00
40,0.403160,118.00
40,0.403200,114.00
40,0.403240,112.00
40,0.403280,114.00
40,0.403320,120.00
40,0.403360,129.00
40,0.403400,139.00
40,0.403440,144.00
40,0.403480,142.00
40,0.403520,133.00
40,0.403560,118.00
40,0.403600,103.00
40,0.403640,94.00
40,0.403680,95.00
40,0.403720,108.00
40,0.403760,128.00
40,0.403800,148.00
40,0.403840,162.00
40,0.403880,163.00
40,0.403920,151.00
40,0.403960,129.00
40,0.404000,104.00
40,0.404040,86.00
40,0.404080,82.00
40,0.404120,91.00
40,0.404160,111.00
40,0.404200,134.00
40,0.404240,153.00
40,0.404280,162.00
40,0.404320,158.00
40,0.404360,143.00
40,0.404400,123.00
40,0.404440,105.00
40,0.404480,96.00
40,0.404520,96.00
40,0.404560,105.00
40,0.404600,119.00
40,0.404640,133.00
40,0.404680,143.00
40,0.404720,145.00
40,0.404760,140.00
40,0.404800,131.00
40,0.404840,121.00
40,0.404880,113.00
40,0.404920,109.00
40,0.404960,111.00
40,0.405000,117.00
40,0.405040,124.00
40,0.405080,130.00
40,0.405120,134.00
40,0.405160,134.00
40,0.405200,131.00
40,0.405240,126.00
40,0.405280,122.00
40,0.405320,118.00
40,0.405360,118.00
40,0.405400,119.00
40,0.405440,121.00
40,0.405480,125.00
40,0.405520,127.00
40,0.405560,128.00
40,0.405600,127.00
40,0.405640,126.00
40,0.405680,125.00
40,0.405720,123.00
40,0.405760,122.00
40,0.405800,122.00
40,0.405840,122.00
40,0.405880,123.00
40,0.405920,124.00
40,0.405960,125.00
40,0.406000,126.00
40,0.406040,125.00
40,0.406080,125.00
40,0.406120,125.00
40,0.406160,125.00
40,0.406200,124.00
40,0.406240,124.00
40,0.406280,123.00
40,0.406320,124.00
40,0.406360,124.00
40,0.406400,124.00
40,0.406440,124.00
40,0.406480,125.00
40,0.406520,125.00
40,0.406560,125.00
40,0.406600,125.00
40,0.406640,124.00
40,0.406680,124.00
40,0.406720,123.00
40,0.406760,123.00
40,0.406800,123.00
40,0.406840,124.00
40,0.406880,124.00
40,0.406920,125.00
40,0.406960,125.00
40,0.407000,125.00
40,0.407040,126.00
40,0.407080,125.00
40,0.407120,124.00
40,0.407160,123.00
40,0.407200,123.00
40,0.407240,122.00
40,0.407280,123.00
40,0.407320,124.00
40,0.407360,125.00
40,0.407400,125.00
40,0.407440,125.00
40,0.407480,126.00
40,0.407520,125.00
40,0.407560,124.00
40,0.407600,123.00
40,0.407640,122.00
40,0.407680,122.00
40,0.407720,123.00
40,0.407760,124.00
40,0.407800,125.00
40,0.407840,126.00
40,0.407880,126.00
40,0.407920,125.00
40,0.407960,124.00
40,0.408000,123.00
40,0.408040,124.00
40,0.408080,124.00
40,0.408120,124.00
40,0.408160,124.00
40,0.408200,124.00
40,0.408240,124.00
40,0.408280,125.00
40,0.408320,124.00
40,0.408360,124.00
40,0.408400,124.00
40,0.408440,124.00
40,0.408480,124.00
40,0.408520,124.00
40,0.408560,124.00
40,0.408600,124.00
40,0.408640,124.00
40,0.408680,125.00
40,0.408720,124.00
40,0.408760,124.00
40,0.408800,124.00
40,0.408840,124.00
40,0.408880,125.00
40,0.408920,124.00
40,0.408960,123.00
40,0.409000,123.00
40,0.409040,123.00
40,0.409080,122.00
40,0.409120,123.00
40,0.409160,125.00
40,0.409200,127.00
40,0.409240,128.00
40,0.409280,127.00
40,0.409320,126.00
40,0.409360,124.00
40,0.409400,121.00
40,0.409440,118.00
40,0.409480,118.00
40,0.409520,120.00
40,0.409560,123.00
40,0.409600,128.00
40,0.409640,132.00
40,0.409680,134.00
40,0.409720,133.00
40,0.409760,129.00
40,0.409800,121.00
40,0.409840,114.00
40,0.409880,109.00
40,0.409920,110.00
40,0.409960,116.00
40,0.410000,126.00
40,0.410040,136.00
40,0.410080,142.00
40,0.410120,143.00
40,0.410160,136.00
40,0.410200,126.00
40,0.410240,114.00
40,0.410280,105.00
40,0.410320,104.00
40,0.410360,109.00
40,0.410400,118.00
40,0.410440,128.00
40,0.410480,137.00
40,0.410520,141.00
40,0.410560,139.00
40,0.410600,133.00
40,0.410640,125.00
40,0.410680,117.00
40,0.410720,113.00
40,0.410760,113.00
40,0.410800,116.00
40,0.410840,121.00
40,0.410880,126.00
40,0.410920,130.00
40,0.410960,132.00
40,0.411000,130.00
40,0.411040,127.00
40,0.411080,124.00
40,0.411120,121.00
40,0.411160,120.00
40,0.411200,120.00
40,0.411240,121.00
40,0.411280,123.00
40,0.411320,126.00
40,0.411360,127.00
40,0.411400,126.00
40,0.411440,126.00
40,0.411480,125.00
40,0.411520,124.00
40,0.411560,123.00
40,0.411600,122.00
40,0.411640,123.00
40,0.411680,124.00
40,0.411720,124.00
40,0.411760,125.00
40,0.411800,126.00
40,0.411840,125.00
40,0.411880,125.00
40,0.411920,124.00
40,0.411960,124.00
40,0.380000,76.00
40,0.380040,77.00
40,0.380080,162.00
40,0.380120,99.00
40,0.380160,136.00
40,0.380200,124.00
40,0.380240,116.00
40,0.380280,135.00
40,0.380320,115.00
40,0.380360,129.00
40,0.380400,124.00
40,0.380440,120.00
40,0.380480,131.00
40,0.380520,119.00
40,0.380560,128.00
40,0.380600,124.00
40,0.380640,121.00
40,0.380680,128.00
40,0.380720,120.00
40,0.380760,127.00
40,0.380800,124.00
40,0.380840,121.00
40,0.380880,127.00
40,0.380920,121.00
40,0.380960,126.00
40,0.381000,124.00
40,0.381040,122.00
40,0.381080,127.00
40,0.381120,122.00
40,0.381160,126.00
40,0.381200,124.00
40,0.381240,123.00
40,0.381280,126.00
40,0.381320,122.00
40,0.381360,126.00
40,0.381400,124.00
40,0.381440,123.00
40,0.381480,126.00
40,0.381520,122.00
40,0.381560,125.00
40,0.381600,124.00
40,0.381640,122.00
40,0.381680,126.00
40,0.381720,123.00
40,0.381760,125.00
40,0.381800,124.00
40,0.381840,123.00
40,0.381880,126.00
40,0.381920,122.00
40,0.381960,124.00
40,0.382000,124.00
40,0.382040,123.00
40,0.382080,126.00
40,0.382120,123.00
40,0.382160,124.00
40,0.382200,124.00
40,0.382240,124.00
40,0.382280,126.00
40,0.382320,124.00
40,0.382360,126.00
40,0.382400,124.00
40,0.382440,123.00
40,0.382480,125.00
40,0.382520,123.00
40,0.382560,125.00
40,0.382600,124.00
40,0.382640,123.00
40,0.382680,124.00
40,0.382720,122.00
40,0.382760,125.00
40,0.382800,124.00
40,0.382840,123.00
40,0.382880,125.00
40,0.382920,123.00
40,0.382960,125.00
40,0.383000,124.00
40,0.383040,123.00
40,0.383080,125.00
40,0.383120,123.00
40,0.383160,124.00
40,0.383200,124.00
40,0.383240,123.00
40,0.383280,124.00
40,0.383320,123.00
40,0.383360,125.00
40,0.383400,124.00
40,0.383440,124.00
40,0.383480,125.00
40,0.383520,123.00
40,0.383560,125.00
40,0.383600,124.00
40,0.383640,124.00
40,0.383680,125.00
40,0.383720,123.00
40,0.383760,125.00
40,0.383800,124.00
40,0.383840,124.00
40,0.383880,125.00
40,0.383920,123.00
40,0.383960,125.00
40,0.384000,124.00
40,0.384040,124.00
40,0.384080,125.00
40,0.384120,123.00
40,0.384160,125.00
40,0.384200,124.00
40,0.384240,124.00
40,0.384280,125.00
40,0.384320,124.00
40,0.384360,126.00
40,0.384400,124.00
40,0.384440,124.00
40,0.384480,125.00
40,0.384520,123.00
40,0.384560,124.00
40,0.384600,124.00
40,0.384640,124.00
40,0.384680,125.00
40,0.384720,124.00
40,0.384760,124.00
40,0.384800,124.00
40,0.384840,123.00
40,0.384880,125.00
40,0.384920,124.00
40,0.384960,125.00
40,0.385000,124.00
40,0.385040,124.00
40,0.385080,125.00
40,0.385120,124.00
40,0.385160,123.00
40,0.385200,123.00
40,0.385240,124.00
40,0.385280,125.00
40,0.385320,123.00
40,0.385360,124.00
40,0.385400,124.00
40,0.385440,124.00
40,0.385480,125.00
40,0.385520,124.00
40,0.385560,125.00
40,0.385600,125.00
40,0.385640,124.00
40,0.385680,124.00
40,0.385720,124.00
40,0.385760,124.00
40,0.385800,124.00
40,0.385840,124.00
40,0.385880,124.00
40,0.385920,124.00
40,0.385960,125.00
40,0.386000,124.00
40,0.386040,124.00
40,0.386080,125.00
40,0.386120,124.00
40,0.386160,124.00
40,0.386200,124.00
40,0.386240,124.00
40,0.386280,125.00
40,0.386320,124.00
40,0.386360,124.00
40,0.386400,124.00
40,0.386440,124.00
40,0.386480,125.00
40,0.386520,124.00
40,0.386560,124.00
40,0.386600,124.00
40,0.386640,124.00
40,0.386680,125.00
40,0.386720,125.00
40,0.386760,124.00
40,0.386800,123.00
40,0.386840,124.00
40,0.386880,125.00
40,0.386920,124.00
40,0.386960,125.00
40,0.387000,124.00
40,0.387040,124.00
40,0.387080,125.00
40,0.387120,124.00
40,0.387160,124.00
40,0.387200,124.00
40,0.387240,124.00
40,0.387280,125.00
40,0.387320,124.00
40,0.387360,124.00
40,0.387400,124.00
40,0.387440,124.00
40,0.387480,125.00
40,0.387520,124.00
40,0.387560,124.00
40,0.387600,124.00
40,0.387640,124.00
40,0.387680,125.00
40,0.387720,124.00
40,0.387760,124.00
40,0.387800,125.00
40,0.387840,125.00
40,0.387880,125.00
40,0.387920,124.00
40,0.387960,124.00
40,0.388000,123.00
40,0.388040,124.00
40,0.388080,125.00
40,0.388120,124.00
40,0.388160,125.00
40,0.388200,125.00
40,0.388240,124.00
40,0.388280,124.00
40,0.388320,124.00
40,0.388360,124.00
40,0.388400,124.00
40,0.388440,124.00
40,0.388480,124.00
40,0.388520,124.00
40,0.388560,124.00
40,0.388600,124.00
40,0.388640,124.00
40,0.388680,123.00
40,0.388720,123.00
40,0.388760,124.00
40,0.388800,123.00
40,0.388840,124.00
40,0.388880,124.00
40,0.388920,123.00
40,0.388960,124.00
40,0.389000,124.00
40,0.389040,124.00
40,0.389080,125.00
40,0.389120,124.00
40,0.389160,124.00
40,0.389200,124.00
40,0.389240,124.00
40,0.389280,125.00
40,0.389320,124.00
40,0.389360,124.00
40,0.389400,124.00
40,0.389440,124.00
40,0.389480,125.00
40,0.389520,124.00
40,0.389560,124.00
40,0.389600,124.00
40,0.389640,124.00
40,0.389680,125.00
40,0.389720,125.00
40,0.389760,124.00
40,0.389800,124.00
40,0.389840,124.00
40,0.389880,124.00
40,0.389920,124.00
40,0.389960,124.00
40,0.390000,124.00
40,0.390040,124.00
40,0.390080,124.00
40,0.390120,124.00
40,0.390160,124.00
40,0.390200,124.00
40,0.390240,124.00
40,0.390280,124.00
40,0.390320,124.00
40,0.390360,125.00
40,0.390400,125.00
40,0.390440,124.00
40,0.390480,124.00
40,0.390520,124.00
40,0.390560,124.00
40,0.390600,124.00
40,0.390640,124.00
40,0.390680,124.00
40,0.390720,124.00
40,0.390760,124.00
40,0.390800,124.00
40,0.390840,124.00
40,0.390880,124.00
40,0.390920,124.00
40,0.390960,124.00
40,0.391000,124.00
40,0.391040,124.00
40,0.391080,124.00
40,0.391120,124.00
40,0.391160,124.00
40,0.391200,124.00
40,0.391240,124.00
40,0.391280,124.00
40,0.391320,124.00
40,0.391360,124.00
40,0.391400,124.00
40,0.391440,124.00
40,0.391480,124.00
40,0.391520,124.00
40,0.391560,124.00
40,0.391600,124.00
40,0.391640,124.00
40,0.391680,124.00
40,0.391720,124.00
40,0.391760,124.00
40,0.391800,124.00
40,0.391840,125.00
40,0.391880,125.00
40,0.391920,124.00
40,0.391960,124.00
40,0.392000,124.00
40,0.392040,124.00
40,0.392080,124.00
40,0.392120,124.00
40,0.392160,124.00
40,0.392200,124.00
40,0.392240,124.00
40,0.392280,124.00
40,0.392320,124.00
40,0.392360,124.00
40,0.392400,124.00
40,0.392440,124.00
40,0.392480,124.00
40,0.392520,124.00
40,0.392560,124.00
40,0.392600,124.00
40,0.392640,124.00
40,0.392680,124.00
40,0.392720,124.00
40,0.392760,125.00
40,0.392800,124.00
40,0.392840,124.00
40,0.392880,125.00
40,0.392920,124.00
40,0.392960,124.00
40,0.393000,124.00
40,0.393040,124.00
40,0.393080,125.00
40,0.393120,125.00
40,0.393160,124.00
40,0.393200,124.00
40,0.393240,124.00
40,0.393280,124.00
40,0.393320,124.00
40,0.393360,124.00
40,0.393400,124.00
40,0.393440,124.00
40,0.393480,124.00
40,0.393520,124.00
40,0.393560,124.00
40,0.393600,124.00
40,0.393640,124.00
40,0.393680,124.00
40,0.393720,124.00
40,0.393760,124.00
40,0.393800,124.00
40,0.393840,124.00
40,0.393880,124.00
40,0.393920,124.00
40,0.393960,124.00
40,0.394000,123.00
40,0.394040,124.00
40,0.394080,125.00
40,0.394120,124.00
40,0.394160,124.00
40,0.394200,124.00
40,0.394240,124.00
40,0.394280,124.00
40,0.394320,124.00
40,0.394360,124.00
40,0.394400,124.00
40,0.394440,124.00
40,0.394480,124.00
40,0.394520,124.00
40,0.394560,124.00
40,0.394600,124.00
40,0.394640,124.00
40,0.394680,124.00
40,0.394720,124.00
40,0.394760,124.00
40,0.394800,124.00
40,0.394840,124.00
40,0.394880,125.00
40,0.394920,124.00
40,0.394960,124.00
40,0.395000,124.00
40,0.395040,124.00
40,0.395080,124.00
40,0.395120,124.00
40,0.395160,124.00
40,0.395200,124.00
40,0.395240,124.00
40,0.395280,124.00
40,0.395320,124.00
40,0.395360,124.00
40,0.395400,124.00
40,0.395440,124.00
40,0.395480,124.00
40,0.395520,124.00
40,0.395560,124.00
40,0.395600,124.00
40,0.395640,124.00
40,0.395680,124.00
40,0.395720,124.00
40,0.395760,124.00
40,0.395800,124.00
40,0.395840,124.00
40,0.395880,125.00
40,0.395920,125.00
40,0.395960,124.00
40,0.396000,123.00
40,0.396040,124.00
40,0.396080,125.00
40,0.396120,124.00
40,0.396160,124.00
40,0.396200,124.00
40,0.396240,123.00
40,0.396280,123.00
40,0.396320,121.00
40,0.396360,121.00
40,0.396400,123.00
40,0.396440,126.00
40,0.396480,132.00
40,0.396520,138.00
40,0.396560,141.00
40,0.396600,137.00
40,0.396640,123.00
40,0.396680,107.00
40,0.396720,94.00
40,0.396760,88.00
40,0.396800,94.00
40,0.396840,114.00
40,0.396880,142.00
40,0.396920,165.00
40,0.396960,178.00
40,0.397000,177.00
40,0.397040,156.00
40,0.397080,120.00
40,0.397120,74.00
40,0.397160,39.00
40,0.397200,33.00
40,0.397240,58.00
40,0.397280,117.00
40,0.397320,187.00
40,0.397360,234.00
40,0.397400,243.00
40,0.397440,215.00
40,0.397480,148.00
40,0.397520,54.00
40,0.397560,1.00
40,0.397600,1.00
40,0.397640,1.00
40,0.397680,46.00
40,0.397720,154.00
40,0.397760,234.00
40,0.397800,255.00
40,0.397840,250.00
40,0.397880,214.00
40,0.397920,135.00
40,0.397960,43.00
40,0.398000,3.00
40,0.398040,0.00
40,0.398080,4.00
40,0.398120,66.00
40,0.398160,153.00
40,0.398200,209.00
40,0.398240,232.00
40,0.398280,220.00
40,0.398320,182.00
40,0.398360,128.00
40,0.398400,74.00
40,0.398440,43.00
40,0.398480,41.00
40,0.398520,66.00
40,0.398560,106.00
40,0.398600,144.00
40,0.398640,171.00
40,0.398680,179.00
40,0.398720,169.00
40,0.398760,147.00
40,0.398800,120.00
40,0.398840,99.00
40,0.398880,89.00
40,0.398920,92.00
40,0.398960,105.00
40,0.399000,120.00
40,0.399040,135.00
40,0.399080,144.00
40,0.399120,145.00
40,0.399160,140.00
40,0.399200,130.00
40,0.399240,120.00
40,0.399280,113.00
40,0.399320,110.00
40,0.399360,112.00
40,0.399400,117.00
40,0.399440,124.00
40,0.399480,129.00
40,0.399520,133.00
40,0.399560,133.00
40,0.399600,129.00
40,0.399640,126.00
40,0.399680,122.00
40,0.399720,119.00
40,0.399760,119.00
40,0.399800,119.00
40,0.399840,121.00
40,0.399880,124.00
40,0.399920,126.00
40,0.399960,127.00
40,0.400000,127.00
40,0.400040,126.00
40,0.400080,125.00
40,0.400120,123.00
40,0.400160,122.00
40,0.400200,121.00
40,0.400240,121.00
40,0.400280,122.00
40,0.400320,124.00
40,0.400360,126.00
40,0.400400,126.00
40,0.400440,126.00
40,0.400480,126.00
40,0.400520,124.00
40,0.400560,123.00
40,0.400600,122.00
40,0.400640,122.00
40,0.400680,122.00
40,0.400720,122.00
40,0.400760,124.00
40,0.400800,124.00
40,0.400840,125.00
40,0.400880,127.00
40,0.400920,127.00
40,0.400960,126.00
40,0.401000,124.00
40,0.401040,123.00
40,0.401080,122.00
40,0.401120,122.00
40,0.401160,122.00
40,0.401200,123.00
40,0.401240,124.00
40,0.401280,126.00
40,0.401320,128.00
40,0.401360,127.00
40,0.401400,126.00
40,0.401440,125.00
40,0.401480,123.00
40,0.401520,122.00
40,0.401560,122.00
40,0.401600,123.00
40,0.401640,124.00
40,0.401680,125.00
40,0.401720,125.00
40,0.401760,126.00
40,0.401800,125.00
40,0.401840,125.00
40,0.401880,125.00
40,0.401920,124.00
40,0.401960,123.00
40,0.402000,123.00
40,0.402040,124.00
40,0.402080,124.00
40,0.402120,125.00
40,0.402160,126.00
40,0.402200,125.00
40,0.402240,124.00
40,0.402280,124.00
40,0.402320,123.00
40,0.402360,123.00
40,0.402400,123.00
40,0.402440,123.00
40,0.402480,124.00
40,0.402520,125.00
40,0.402560,126.00
40,0.402600,125.00
40,0.402640,125.00
40,0.402680,124.00
40,0.402720,122.00
40,0.402760,120.00
40,0.402800,120.00
40,0.402840,121.00
40,0.402880,125.00
40,0.402920,129.00
40,0.402960,132.00
40,0.403000,133.00
40,0.403040,132.00
40,0.403080,127.00
40,0.403120,120.00
40,0.403160,115.00
40,0.403200,110.00
40,0.403240,111.00
40,0.403280,116.00
40,0.403320,125.00
40,0.403360,137.00
40,0.403400,146.00
40,0.403440,148.00
40,0.403480,141.00
40,0.403520,126.00
40,0.403560,107.00
40,0.403600,92.00
40,0.403640,88.00
40,0.403680,96.00
40,0.403720,115.00
40,0.403760,140.00
40,0.403800,161.00
40,0.403840,170.00
40,0.403880,163.00
40,0.403920,143.00
40,0.403960,116.00
40,0.404000,90.00
40,0.404040,76.00
40,0.404080,79.00
40,0.404120,96.00
40,0.404160,123.00
40,0.404200,148.00
40,0.404240,164.00
40,0.404280,166.00
40,0.404320,154.00
40,0.404360,134.00
40,0.404400,112.00
40,0.404440,95.00
40,0.404480,91.00
40,0.404520,96.00
40,0.404560,110.00
40,0.404600,127.00
40,0.404640,142.00
40,0.404680,148.00
40,0.404720,146.00
40,0.404760,138.00
40,0.404800,126.00
40,0.404840,115.00
40,0.404880,109.00
40,0.404920,108.00
40,0.404960,112.00
40,0.405000,119.00
40,0.405040,128.00
40,0.405080,133.00
40,0.405120,135.00
40,0.405160,133.00
40,0.405200,128.00
40,0.405240,123.00
40,0.405280,119.00
40,0.405320,116.00
40,0.405360,117.00
40,0.405400,119.00
40,0.405440,123.00
40,0.405480,126.00
40,0.405520,128.00
40,0.405560,128.00
40,0.405600,127.00
40,0.405640,126.00
40,0.405680,124.00
40,0.405720,122.00
40,0.405760,121.00
40,0.405800,122.00
40,0.405840,123.00
40,0.405880,124.00
40,0.405920,125.00
40,0.405960,125.00
40,0.406000,125.00
40,0.406040,125.00
40,0.406080,124.00
40,0.406120,124.00
40,0.406160,125.00
40,0.406200,124.00
40,0.406240,124.00
40,0.406280,124.00
40,0.406320,124.00
40,0.406360,124.00
40,0.406400,123.00
40,0.406440,123.00
40,0.406480,124.00
40,0.406520,125.00
40,0.406560,126.00
40,0.406600,126.00
40,0.406640,126.00
40,0.406680,125.00
40,0.406720,123.00
40,0.406760,122.00
40,0.406800,122.00
40,0.406840,122.00
40,0.406880,123.00
40,0.406920,124.00
40,0.406960,126.00
40,0.407000,127.00
40,0.407040,127.00
40,0.407080,126.00
40,0.407120,124.00
40,0.407160,123.00
40,0.407200,122.00
40,0.407240,121.00
40,0.407280,122.00
40,0.407320,123.00
40,0.407360,125.00
40,0.407400,126.00
40,0.407440,127.00
40,0.407480,127.00
40,0.407520,125.00
40,0.407560,124.00
40,0.407600,123.00
40,0.407640,122.00
40,0.407680,123.00
40,0.407720,123.00
40,0.407760,123.00
40,0.407800,124.00
40,0.407840,125.00
40,0.407880,125.00
40,0.407920,125.00
40,0.407960,125.00
40,0.408000,124.00
40,0.408040,124.00
40,0.408080,124.00
40,0.408120,124.00
40,0.408160,124.00
40,0.408200,124.00
40,0.408240,124.00
40,0.408280,125.00
40,0.408320,125.00
40,0.408360,124.00
40,0.408400,123.00
40,0.408440,123.00
40,0.408480,124.00
40,0.408520,124.00
40,0.408560,124.00
40,0.408600,125.00
40,0.408640,125.00
40,0.408680,125.00
40,0.408720,124.00
40,0.408760,124.00
40,0.408800,124.00
40,0.408840,124.00
40,0.408880,125.00
40,0.408920,124.00
40,0.408960,124.00
40,0.409000,123.00
40,0.409040,122.00
40,0.409080,122.00
40,0.409120,124.00
40,0.409160,126.00
40,0.409200,128.00
40,0.409240,128.00
40,0.409280,128.00
40,0.409320,126.00
40,0.409360,122.00
40,0.409400,118.00
40,0.409440,116.00
40,0.409480,116.00
40,0.409520,120.00
40,0.409560,125.00
40,0.409600,131.00
40,0.409640,136.00
40,0.409680,137.00
40,0.409720,133.00
40,0.409760,125.00
40,0.409800,115.00
40,0.409840,107.00
40,0.409880,105.00
40,0.409920,109.00
40,0.409960,119.00
40,0.410000,134.00
40,0.410040,146.00
40,0.410080,150.00
40,0.410120,146.00
40,0.410160,133.00
40,0.410200,118.00
40,0.410240,105.00
40,0.410280,98.00
40,0.410320,101.00
40,0.410360,110.00
40,0.410400,124.00
40,0.410440,137.00
40,0.410480,144.00
40,0.410520,145.00
40,0.410560,138.00
40,0.410600,127.00
40,0.410640,117.00
40,0.410680,110.00
40,0.410720,109.00
40,0.410760,113.00
40,0.410800,120.00
40,0.410840,128.00
40,0.410880,132.00
40,0.410920,134.00
40,0.410960,132.00
40,0.411000,128.00
40,0.411040,123.00
40,0.411080,119.00
40,0.411120,118.00
40,0.411160,119.00
40,0.411200,121.00
40,0.411240,124.00
40,0.411280,127.00
40,0.411320,128.00
40,0.411360,128.00
40,0.411400,127.00
40,0.411440,125.00
40,0.411480,124.00
40,0.411520,122.00
40,0.411560,122.00
40,0.411600,122.00
40,0.411640,124.00
40,0.411680,125.00
40,0.411720,125.00
40,0.411760,126.00
40,0.411800,126.00
40,0.411840,125.00
40,0.411880,125.00
40,0.411920,124.00
40,0.411960,124.00
40,0.380000,76.00
40,0.380040,77.00
40,0.380080,162.00
40,0.380120,99.00
40,0.380160,136.00
40,0.380200,124.00
40,0.380240,116.00
40,0.380280,135.00
40,0.380320,115.00
40,0.380360,129.00
40,0.380400,124.00
40,0.380440,120.00
40,0.380480,130.00
40,0.380520,119.00
40,0.380560,127.00
40,0.380600,123.00
40,0.380640,121.00
40,0.380680,129.00
40,0.380720,120.00
40,0.380760,127.00
40,0.380800,124.00
40,0.380840,122.00
40,0.380880,128.00
40,0.380920,121.00
40,0.380960,126.00
40,0.381000,124.00
40,0.381040,123.00
40,0.381080,128.00
40,0.381120,122.00
40,0.381160,126.00
40,0.381200,124.00
40,0.381240,123.00
40,0.381280,126.00
40,0.381320,122.00
40,0.381360,125.00
40,0.381400,123.00
40,0.381440,123.00
40,0.381480,126.00
40,0.381520,122.00
40,0.381560,125.00
40,0.381600,124.00
40,0.381640,123.00
40,0.381680,126.00
40,0.381720,123.00
40,0.381760,125.00
40,0.381800,124.00
40,0.381840,124.00
40,0.381880,127.00
40,0.381920,123.00
40,0.381960,125.00
40,0.382000,125.00
40,0.382040,124.00
40,0.382080,126.00
40,0.382120,123.00
40,0.382160,125.00
40,0.382200,124.00
40,0.382240,123.00
40,0.382280,125.00
40,0.382320,123.00
40,0.382360,125.00
40,0.382400,123.00
40,0.382440,123.00
40,0.382480,126.00
40,0.382520,123.00
40,0.382560,125.00
40,0.382600,124.00
40,0.382640,123.00
40,0.382680,125.00
40,0.382720,123.00
40,0.382760,124.00
40,0.382800,124.00
40,0.382840,124.00
40,0.382880,125.00
40,0.382920,123.00
40,0.382960,125.00
40,0.383000,124.00
40,0.383040,123.00
40,0.383080,124.00
40,0.383120,123.00
40,0.383160,125.00
40,0.383200,123.00
40,0.383240,123.00
40,0.383280,125.00
40,0.383320,123.00
40,0.383360,125.00
40,0.383400,124.00
40,0.383440,124.00
40,0.383480,125.00
40,0.383520,123.00
40,0.383560,124.00
40,0.383600,123.00
40,0.383640,124.00
40,0.383680,125.00
40,0.383720,123.00
40,0.383760,125.00
40,0.383800,124.00
40,0.383840,124.00
40,0.383880,125.00
40,0.383920,123.00
40,0.383960,124.00
40,0.384000,124.00
40,0.384040,124.00
40,0.384080,125.00
40,0.384120,123.00
40,0.384160,125.00
40,0.384200,124.00
40,0.384240,124.00
40,0.384280,125.00
40,0.384320,123.00
40,0.384360,124.00
40,0.384400,124.00
40,0.384440,124.00
40,0.384480,125.00
40,0.384520,124.00
40,0.384560,124.00
40,0.384600,123.00
40,0.384640,123.00
40,0.384680,125.00
40,0.384720,123.00
40,0.384760,125.00
40,0.384800,124.00
40,0.384840,124.00
40,0.384880,125.00
40,0.384920,123.00
40,0.384960,124.00
40,0.385000,124.00
40,0.385040,124.00
40,0.385080,125.00
40,0.385120,124.00
40,0.385160,124.00
40,0.385200,124.00
40,0.385240,124.00
40,0.385280,125.00
40,0.385320,124.00
40,0.385360,124.00
40,0.385400,124.00
40,0.385440,124.00
40,0.385480,125.00
40,0.385520,124.00
40,0.385560,124.00
40,0.385600,124.00
40,0.385640,124.00
40,0.385680,125.00
40,0.385720,124.00
40,0.385760,124.00
40,0.385800,124.00
40,0.385840,124.00
40,0.385880,125.00
40,0.385920,124.00
40,0.385960,124.00
40,0.386000,124.00
40,0.386040,124.00
40,0.386080,124.00
40,0.386120,123.00
40,0.386160,124.00
40,0.386200,124.00
40,0.386240,125.00
40,0.386280,126.00
40,0.386320,124.00
40,0.386360,124.00
40,0.386400,125.00
40,0.386440,125.00
40,0.386480,125.00
40,0.386520,123.00
40,0.386560,124.00
40,0.386600,124.00
40,0.386640,124.00
40,0.386680,125.00
40,0.386720,124.00
40,0.386760,124.00
40,0.386800,124.00
40,0.386840,124.00
40,0.386880,125.00
40,0.386920,124.00
40,0.386960,124.00
