Distance(mm),Time(ms),Amptitude(mV)
10,0.385240,123.00
10,0.385280,125.00
10,0.385320,124.00
10,0.385360,124.00
10,0.385400,124.00
10,0.385440,124.00
10,0.385480,125.00
10,0.385520,124.00
10,0.385560,124.00
10,0.385600,124.00
10,0.385640,123.00
10,0.385680,124.00
10,0.385720,124.00
10,0.385760,124.00
10,0.385800,124.00
10,0.385840,124.00
10,0.385880,125.00
10,0.385920,124.00
10,0.385960,124.00
10,0.386000,124.00
10,0.386040,124.00
10,0.386080,124.00
10,0.386120,123.00
10,0.386160,124.00
10,0.386200,124.00
10,0.386240,124.00
10,0.386280,124.00
10,0.386320,124.00
10,0.386360,124.00
10,0.386400,123.00
10,0.386440,124.00
10,0.386480,125.00
10,0.386520,124.00
10,0.386560,125.00
10,0.386600,124.00
10,0.386640,124.00
10,0.386680,125.00
10,0.386720,124.00
10,0.386760,124.00
10,0.386800,124.00
10,0.386840,124.00
10,0.386880,125.00
10,0.386920,124.00
10,0.386960,124.00
10,0.387000,124.00
10,0.387040,124.00
10,0.387080,125.00
10,0.387120,124.00
10,0.387160,124.00
10,0.387200,124.00
10,0.387240,124.00
10,0.387280,124.00
10,0.387320,123.00
10,0.387360,124.00
10,0.387400,124.00
10,0.387440,124.00
10,0.387480,124.00
10,0.387520,123.00
10,0.387560,124.00
10,0.387600,124.00
10,0.387640,124.00
10,0.387680,125.00
10,0.387720,124.00
10,0.387760,124.00
10,0.387800,124.00
10,0.387840,124.00
10,0.387880,125.00
10,0.387920,124.00
10,0.387960,124.00
10,0.388000,124.00
10,0.388040,124.00
10,0.388080,124.00
10,0.388120,124.00
10,0.388160,125.00
10,0.388200,124.00
10,0.388240,124.00
10,0.388280,125.00
10,0.388320,124.00
10,0.388360,124.00
10,0.388400,124.00
10,0.388440,124.00
10,0.388480,125.00
10,0.388520,124.00
10,0.388560,124.00
10,0.388600,123.00
10,0.388640,124.00
10,0.388680,125.00
10,0.388720,124.00
10,0.388760,124.00
10,0.388800,124.00
10,0.388840,123.00
10,0.388880,124.00
10,0.388920,124.00
10,0.388960,124.00
10,0.389000,124.00
10,0.389040,124.00
10,0.389080,124.00
10,0.389120,124.00
10,0.389160,124.00
10,0.389200,124.00
10,0.389240,124.00
10,0.389280,124.00
10,0.389320,124.00
10,0.389360,124.00
10,0.389400,124.00
10,0.389440,124.00
10,0.389480,124.00
10,0.389520,124.00
10,0.389560,124.00
10,0.389600,124.00
10,0.389640,124.00
10,0.389680,124.00
10,0.389720,124.00
10,0.389760,124.00
10,0.389800,124.00
10,0.389840,124.00
10,0.389880,124.00
10,0.389920,124.00
10,0.389960,124.00
10,0.390000,124.00
10,0.390040,124.00
10,0.390080,124.00
10,0.390120,124.00
10,0.390160,124.00
10,0.390200,124.00
10,0.390240,124.00
10,0.390280,124.00
10,0.390320,124.00
10,0.390360,124.00
10,0.390400,124.00
10,0.390440,124.00
10,0.390480,124.00
10,0.390520,124.00
10,0.390560,124.00
10,0.390600,124.00
10,0.390640,124.00
10,0.390680,124.00
10,0.390720,125.00
10,0.390760,125.00
10,0.390800,124.00
10,0.390840,124.00
10,0.390880,125.00
10,0.390920,124.00
10,0.390960,125.00
10,0.391000,124.00
10,0.391040,123.00
10,0.391080,124.00
10,0.391120,124.00
10,0.391160,125.00
10,0.391200,125.00
10,0.391240,124.00
10,0.391280,124.00
10,0.391320,124.00
10,0.391360,124.00
10,0.391400,124.00
10,0.391440,123.00
10,0.391480,124.00
10,0.391520,124.00
10,0.391560,124.00
10,0.391600,124.00
10,0.391640,124.00
10,0.391680,124.00
10,0.391720,124.00
10,0.391760,124.00
10,0.391800,124.00
10,0.391840,124.00
10,0.391880,125.00
10,0.391920,124.00
10,0.391960,124.00
10,0.392000,125.00
10,0.392040,124.00
10,0.392080,124.00
10,0.392120,124.00
10,0.392160,124.00
10,0.392200,124.00
10,0.392240,124.00
10,0.392280,123.00
10,0.392320,124.00
10,0.392360,124.00
10,0.392400,124.00
10,0.392440,125.00
10,0.392480,125.00
10,0.392520,125.00
10,0.392560,125.00
10,0.392600,124.00
10,0.392640,124.00
10,0.392680,124.00
10,0.392720,124.00
10,0.392760,125.00
10,0.392800,124.00
10,0.392840,123.00
10,0.392880,124.00
10,0.392920,123.00
10,0.392960,124.00
10,0.393000,124.00
10,0.393040,124.00
10,0.393080,125.00
10,0.393120,124.00
10,0.393160,124.00
10,0.393200,124.00
10,0.393240,123.00
10,0.393280,124.00
10,0.393320,124.00
10,0.393360,124.00
10,0.393400,124.00
10,0.393440,124.00
10,0.393480,124.00
10,0.393520,124.00
10,0.393560,124.00
10,0.393600,124.00
10,0.393640,124.00
10,0.393680,124.00
10,0.393720,124.00
10,0.393760,124.00
10,0.393800,124.00
10,0.393840,124.00
10,0.393880,124.00
10,0.393920,124.00
10,0.393960,124.00
10,0.394000,124.00
10,0.394040,124.00
10,0.394080,124.00
10,0.394120,124.00
10,0.394160,124.00
10,0.394200,124.00
10,0.394240,124.00
10,0.394280,124.00
10,0.394320,124.00
10,0.394360,124.00
10,0.394400,124.00
10,0.394440,124.00
10,0.394480,124.00
10,0.394520,124.00
10,0.394560,124.00
10,0.394600,124.00
10,0.394640,124.00
10,0.394680,124.00
10,0.394720,124.00
10,0.394760,124.00
10,0.394800,124.00
10,0.394840,124.00
10,0.394880,124.00
10,0.394920,123.00
10,0.394960,123.00
10,0.395000,124.00
10,0.395040,123.00
10,0.395080,124.00
10,0.395120,125.00
10,0.395160,124.00
10,0.395200,124.00
10,0.395240,124.00
10,0.395280,124.00
10,0.395320,124.00
10,0.395360,124.00
10,0.395400,124.00
10,0.395440,124.00
10,0.395480,124.00
10,0.395520,124.00
10,0.395560,124.00
10,0.395600,125.00
10,0.395640,124.00
10,0.395680,124.00
10,0.395720,124.00
10,0.395760,124.00
10,0.395800,124.00
10,0.395840,124.00
10,0.395880,124.00
10,0.395920,124.00
10,0.395960,124.00
10,0.396000,124.00
10,0.396040,124.00
10,0.396080,124.00
10,0.396120,123.00
10,0.396160,123.00
10,0.396200,124.00
10,0.396240,125.00
10,0.396280,124.00
10,0.396320,124.00
10,0.396360,124.00
10,0.396400,124.00
10,0.396440,124.00
10,0.396480,124.00
10,0.396520,124.00
10,0.396560,124.00
10,0.396600,124.00
10,0.396640,124.00
10,0.396680,124.00
10,0.396720,123.00
10,0.396760,124.00
10,0.396800,124.00
10,0.396840,124.00
10,0.396880,124.00
10,0.396920,124.00
10,0.396960,125.00
10,0.397000,125.00
10,0.397040,124.00
10,0.397080,124.00
10,0.397120,124.00
10,0.397160,124.00
10,0.397200,124.00
10,0.397240,124.00
10,0.397280,124.00
10,0.397320,124.00
10,0.397360,124.00
10,0.397400,124.00
10,0.397440,124.00
10,0.397480,124.00
10,0.397520,124.00
10,0.397560,124.00
10,0.397600,124.00
10,0.397640,124.00
10,0.397680,124.00
10,0.397720,124.00
10,0.397760,124.00
10,0.397800,124.00
10,0.397840,124.00
10,0.397880,124.00
10,0.397920,124.00
10,0.397960,124.00
10,0.398000,124.00
10,0.398040,123.00
10,0.398080,124.00
10,0.398120,124.00
10,0.398160,124.00
10,0.398200,124.00
10,0.398240,123.00
10,0.398280,124.00
10,0.398320,125.00
10,0.398360,124.00
10,0.398400,124.00
10,0.398440,124.00
10,0.398480,124.00
10,0.398520,124.00
10,0.398560,124.00
10,0.398600,125.00
10,0.398640,124.00
10,0.398680,124.00
10,0.398720,124.00
10,0.398760,124.00
10,0.398800,124.00
10,0.398840,124.00
10,0.398880,124.00
10,0.398920,123.00
10,0.398960,124.00
10,0.399000,124.00
10,0.399040,124.00
10,0.399080,125.00
10,0.399120,124.00
10,0.399160,123.00
10,0.399200,124.00
10,0.399240,125.00
10,0.399280,124.00
10,0.399320,124.00
10,0.399360,125.00
10,0.399400,125.00
10,0.399440,124.00
10,0.399480,124.00
10,0.399520,124.00
10,0.399560,124.00
10,0.399600,124.00
10,0.399640,125.00
10,0.399680,125.00
10,0.399720,124.00
10,0.399760,124.00
10,0.399800,124.00
10,0.399840,123.00
10,0.399880,124.00
10,0.399920,125.00
10,0.399960,124.00
10,0.400000,123.00
10,0.400040,123.00
10,0.400080,123.00
10,0.400120,124.00
10,0.400160,124.00
10,0.400200,124.00
10,0.400240,125.00
10,0.400280,125.00
10,0.400320,124.00
10,0.400360,124.00
10,0.400400,124.00
10,0.400440,124.00
10,0.400480,124.00
10,0.400520,123.00
10,0.400560,124.00
10,0.400600,124.00
10,0.400640,124.00
10,0.400680,124.00
10,0.400720,124.00
10,0.400760,124.00
10,0.400800,124.00
10,0.400840,124.00
10,0.400880,124.00
10,0.400920,124.00
10,0.400960,124.00
10,0.401000,124.00
10,0.401040,124.00
10,0.401080,124.00
10,0.401120,124.00
10,0.401160,124.00
10,0.401200,124.00
10,0.401240,124.00
10,0.401280,124.00
10,0.401320,124.00
10,0.401360,124.00
10,0.401400,124.00
10,0.401440,124.00
10,0.401480,124.00
10,0.401520,124.00
10,0.401560,125.00
10,0.401600,124.00
10,0.401640,124.00
10,0.401680,124.00
10,0.401720,124.00
10,0.401760,124.00
10,0.401800,125.00
10,0.401840,125.00
10,0.401880,124.00
10,0.401920,124.00
10,0.401960,124.00
10,0.402000,124.00
10,0.402040,124.00
10,0.402080,124.00
10,0.402120,124.00
10,0.402160,124.00
10,0.402200,125.00
10,0.402240,124.00
10,0.402280,124.00
10,0.402320,124.00
10,0.402360,124.00
10,0.402400,124.00
10,0.402440,124.00
10,0.402480,124.00
10,0.402520,123.00
10,0.402560,124.00
10,0.402600,123.00
10,0.402640,123.00
10,0.402680,124.00
10,0.402720,124.00
10,0.402760,124.00
10,0.402800,124.00
10,0.402840,124.00
10,0.402880,124.00
10,0.402920,124.00
10,0.402960,124.00
10,0.403000,124.00
10,0.403040,124.00
10,0.403080,124.00
10,0.403120,124.00
10,0.403160,124.00
10,0.403200,124.00
10,0.403240,124.00
10,0.403280,124.00
10,0.403320,124.00
10,0.403360,124.00
10,0.403400,124.00
10,0.403440,124.00
10,0.403480,124.00
10,0.403520,124.00
10,0.403560,125.00
10,0.403600,124.00
10,0.403640,124.00
10,0.403680,124.00
10,0.403720,124.00
10,0.403760,124.00
10,0.403800,124.00
10,0.403840,124.00
10,0.403880,124.00
10,0.403920,124.00
10,0.403960,124.00
10,0.404000,124.00
10,0.404040,124.00
10,0.404080,124.00
10,0.404120,124.00
10,0.404160,124.00
10,0.404200,124.00
10,0.404240,124.00
10,0.404280,124.00
10,0.404320,124.00
10,0.404360,124.00
10,0.404400,124.00
10,0.404440,125.00
10,0.404480,125.00
10,0.404520,124.00
10,0.404560,124.00
10,0.404600,125.00
10,0.404640,125.00
10,0.404680,124.00
10,0.404720,124.00
10,0.404760,124.00
10,0.404800,124.00
10,0.404840,124.00
10,0.404880,124.00
10,0.404920,124.00
10,0.404960,124.00
10,0.405000,124.00
10,0.405040,123.00
10,0.405080,123.00
10,0.405120,124.00
10,0.405160,124.00
10,0.405200,124.00
10,0.405240,124.00
10,0.405280,124.00
10,0.405320,124.00
10,0.405360,124.00
10,0.405400,124.00
10,0.405440,123.00
10,0.405480,124.00
10,0.405520,124.00
10,0.405560,124.00
10,0.405600,124.00
10,0.405640,124.00
10,0.405680,124.00
10,0.405720,124.00
10,0.405760,124.00
10,0.405800,124.00
10,0.405840,124.00
10,0.405880,124.00
10,0.405920,124.00
10,0.405960,124.00
10,0.406000,124.00
10,0.406040,124.00
10,0.406080,124.00
10,0.406120,124.00
10,0.406160,124.00
10,0.406200,124.00
10,0.406240,124.00
10,0.406280,124.00
10,0.406320,124.00
10,0.406360,124.00
10,0.406400,124.00
10,0.406440,123.00
10,0.406480,124.00
10,0.406520,123.00
10,0.406560,123.00
10,0.406600,124.00
10,0.406640,124.00
10,0.406680,124.00
10,0.406720,124.00
10,0.406760,124.00
10,0.406800,124.00
10,0.406840,124.00
10,0.406880,124.00
10,0.406920,124.00
10,0.406960,124.00
10,0.407000,124.00
10,0.407040,124.00
10,0.407080,125.00
10,0.407120,124.00
10,0.407160,124.00
10,0.407200,124.00
10,0.407240,124.00
10,0.407280,124.00
10,0.407320,124.00
10,0.407360,123.00
10,0.407400,124.00
10,0.407440,124.00
10,0.407480,124.00
10,0.407520,124.00
10,0.407560,124.00
10,0.407600,125.00
10,0.407640,124.00
10,0.407680,124.00
10,0.407720,124.00
10,0.407760,124.00
10,0.407800,124.00
10,0.407840,124.00
10,0.407880,124.00
10,0.407920,124.00
10,0.407960,124.00
10,0.408000,124.00
10,0.408040,124.00
10,0.408080,124.00
10,0.408120,124.00
10,0.408160,124.00
10,0.408200,124.00
10,0.408240,124.00
10,0.408280,124.00
10,0.408320,124.00
10,0.408360,124.00
10,0.408400,125.00
10,0.408440,124.00
10,0.408480,124.00
10,0.408520,124.00
10,0.408560,124.00
10,0.408600,124.00
10,0.408640,125.00
10,0.408680,125.00
10,0.408720,124.00
10,0.408760,124.00
10,0.408800,124.00
10,0.408840,124.00
10,0.408880,124.00
10,0.408920,124.00
10,0.408960,124.00
10,0.409000,124.00
10,0.409040,124.00
10,0.409080,124.00
10,0.409120,124.00
10,0.409160,124.00
10,0.409200,124.00
10,0.409240,124.00
10,0.409280,124.00
10,0.409320,124.00
10,0.409360,124.00
10,0.409400,125.00
10,0.409440,124.00
10,0.409480,125.00
10,0.409520,124.00
10,0.409560,124.00
10,0.409600,124.00
10,0.409640,124.00
10,0.409680,123.00
10,0.409720,124.00
10,0.409760,125.00
10,0.409800,124.00
10,0.409840,124.00
10,0.409880,124.00
10,0.409920,124.00
10,0.409960,124.00
10,0.410000,124.00
10,0.410040,124.00
10,0.410080,124.00
10,0.410120,124.00
10,0.410160,124.00
10,0.410200,124.00
10,0.410240,124.00
10,0.410280,124.00
10,0.410320,124.00
10,0.410360,124.00
10,0.410400,124.00
10,0.410440,124.00
10,0.410480,124.00
10,0.410520,124.00
10,0.410560,124.00
10,0.410600,124.00
10,0.410640,124.00
10,0.410680,124.00
10,0.410720,124.00
10,0.410760,124.00
10,0.410800,124.00
10,0.410840,124.00
10,0.410880,124.00
10,0.410920,124.00
10,0.410960,124.00
10,0.411000,124.00
10,0.411040,124.00
10,0.411080,124.00
10,0.411120,124.00
10,0.411160,124.00
10,0.411200,124.00
10,0.411240,124.00
10,0.411280,124.00
10,0.411320,125.00
10,0.411360,124.00
10,0.411400,124.00
10,0.411440,124.00
10,0.411480,123.00
10,0.411520,124.00
10,0.411560,124.00
10,0.411600,124.00
10,0.411640,123.00
10,0.411680,124.00
10,0.411720,124.00
10,0.411760,124.00
10,0.411800,124.00
10,0.411840,124.00
10,0.411880,124.00
10,0.411920,124.00
10,0.411960,125.00
10,0.380000,76.00
10,0.380040,77.00
10,0.380080,162.00
10,0.380120,99.00
10,0.380160,136.00
10,0.380200,124.00
10,0.380240,116.00
10,0.380280,135.00
10,0.380320,115.00
10,0.380360,131.00
10,0.380400,125.00
10,0.380440,120.00
10,0.380480,130.00
10,0.380520,118.00
10,0.380560,128.00
10,0.380600,124.00
10,0.380640,121.00
10,0.380680,129.00
10,0.380720,120.00
10,0.380760,126.00
10,0.380800,124.00
10,0.380840,122.00
10,0.380880,127.00
10,0.380920,121.00
10,0.380960,127.00
10,0.381000,124.00
10,0.381040,122.00
10,0.381080,127.00
10,0.381120,121.00
10,0.381160,126.00
10,0.381200,124.00
10,0.381240,123.00
10,0.381280,127.00
10,0.381320,122.00
10,0.381360,125.00
10,0.381400,125.00
10,0.381440,123.00
10,0.381480,125.00
10,0.381520,122.00
10,0.381560,125.00
10,0.381600,123.00
10,0.381640,123.00
10,0.381680,126.00
10,0.381720,122.00
10,0.381760,125.00
10,0.381800,124.00
10,0.381840,123.00
10,0.381880,126.00
10,0.381920,123.00
10,0.381960,125.00
10,0.382000,124.00
10,0.382040,123.00
10,0.382080,126.00
10,0.382120,123.00
10,0.382160,125.00
10,0.382200,124.00
10,0.382240,123.00
10,0.382280,125.00
10,0.382320,123.00
10,0.382360,125.00
10,0.382400,124.00
10,0.382440,123.00
10,0.382480,125.00
10,0.382520,123.00
10,0.382560,125.00
10,0.382600,124.00
10,0.382640,124.00
10,0.382680,125.00
10,0.382720,123.00
10,0.382760,125.00
10,0.382800,124.00
10,0.382840,124.00
10,0.382880,125.00
10,0.382920,123.00
10,0.382960,125.00
10,0.383000,124.00
10,0.383040,124.00
10,0.383080,126.00
10,0.383120,124.00
10,0.383160,125.00
10,0.383200,124.00
10,0.383240,123.00
10,0.383280,125.00
10,0.383320,123.00
10,0.383360,125.00
10,0.383400,124.00
10,0.383440,124.00
10,0.383480,125.00
10,0.383520,124.00
10,0.383560,125.00
10,0.383600,125.00
10,0.383640,123.00
10,0.383680,124.00
10,0.383720,123.00
10,0.383760,125.00
10,0.383800,124.00
10,0.383840,124.00
10,0.383880,125.00
10,0.383920,123.00
10,0.383960,125.00
10,0.384000,124.00
10,0.384040,124.00
10,0.384080,125.00
10,0.384120,123.00
10,0.384160,125.00
10,0.384200,124.00
10,0.384240,124.00
10,0.384280,125.00
10,0.384320,123.00
10,0.384360,125.00
10,0.384400,124.00
10,0.384440,124.00
10,0.384480,125.00
10,0.384520,124.00
10,0.384560,125.00
10,0.384600,124.00
10,0.384640,124.00
10,0.384680,125.00
10,0.384720,123.00
10,0.384760,124.00
10,0.384800,125.00
10,0.384840,124.00
10,0.384880,125.00
10,0.384920,123.00
10,0.384960,125.00
10,0.385000,124.00
10,0.385040,124.00
10,0.385080,125.00
10,0.385120,124.00
10,0.385160,124.00
10,0.385200,124.00
10,0.385240,124.00
10,0.385280,125.00
10,0.385320,124.00
10,0.385360,124.00
10,0.385400,124.00
10,0.385440,124.00
10,0.385480,125.00
10,0.385520,124.00
10,0.385560,125.00
10,0.385600,124.00
10,0.385640,125.00
10,0.385680,125.00
10,0.385720,123.00
10,0.385760,125.00
10,0.385800,124.00
10,0.385840,124.00
10,0.385880,125.00
10,0.385920,123.00
10,0.385960,125.00
10,0.386000,125.00
10,0.386040,124.00
10,0.386080,124.00
10,0.386120,124.00
10,0.386160,124.00
10,0.386200,124.00
10,0.386240,124.00
10,0.386280,125.00
10,0.386320,124.00
10,0.386360,124.00
10,0.386400,124.00
10,0.386440,124.00
10,0.386480,125.00
10,0.386520,124.00
10,0.386560,124.00
10,0.386600,124.00
10,0.386640,124.00
10,0.386680,125.00
10,0.386720,124.00
10,0.386760,124.00
10,0.386800,124.00
10,0.386840,124.00
10,0.386880,125.00
10,0.386920,124.00
10,0.386960,124.00
10,0.387000,124.00
10,0.387040,124.00
10,0.387080,125.00
10,0.387120,124.00
10,0.387160,124.00
10,0.387200,124.00
10,0.387240,124.00
10,0.387280,124.00
10,0.387320,124.00
10,0.387360,124.00
10,0.387400,124.00
10,0.387440,125.00
10,0.387480,125.00
10,0.387520,124.00
10,0.387560,124.00
10,0.387600,124.00
10,0.387640,125.00
10,0.387680,125.00
10,0.387720,124.00
10,0.387760,124.00
10,0.387800,124.00
10,0.387840,124.00
10,0.387880,125.00
10,0.387920,124.00
10,0.387960,124.00
10,0.388000,124.00
10,0.388040,124.00
10,0.388080,125.00
10,0.388120,124.00
10,0.388160,124.00
10,0.388200,124.00
10,0.388240,124.00
10,0.388280,124.00
10,0.388320,124.00
10,0.388360,124.00
10,0.388400,124.00
10,0.388440,124.00
10,0.388480,125.00
10,0.388520,124.00
10,0.388560,124.00
10,0.388600,124.00
10,0.388640,124.00
10,0.388680,124.00
10,0.388720,124.00
10,0.388760,124.00
10,0.388800,124.00
10,0.388840,125.00
10,0.388880,125.00
10,0.388920,124.00
10,0.388960,124.00
10,0.389000,123.00
10,0.389040,123.00
10,0.389080,124.00
10,0.389120,124.00
10,0.389160,124.00
10,0.389200,124.00
10,0.389240,124.00
10,0.389280,124.00
10,0.389320,124.00
10,0.389360,124.00
10,0.389400,124.00
10,0.389440,124.00
10,0.389480,124.00
10,0.389520,124.00
10,0.389560,124.00
10,0.389600,124.00
10,0.389640,124.00
10,0.389680,124.00
10,0.389720,124.00
10,0.389760,124.00
10,0.389800,124.00
10,0.389840,124.00
10,0.389880,124.00
10,0.389920,124.00
10,0.389960,124.00
10,0.390000,124.00
10,0.390040,125.00
10,0.390080,125.00
10,0.390120,124.00
10,0.390160,124.00
10,0.390200,124.00
10,0.390240,123.00
10,0.390280,124.00
10,0.390320,124.00
10,0.390360,124.00
10,0.390400,123.00
10,0.390440,124.00
10,0.390480,125.00
10,0.390520,124.00
10,0.390560,124.00
10,0.390600,124.00
10,0.390640,124.00
10,0.390680,124.00
10,0.390720,124.00
10,0.390760,124.00
10,0.390800,124.00
10,0.390840,124.00
10,0.390880,125.00
10,0.390920,125.00
10,0.390960,125.00
10,0.391000,124.00
10,0.391040,124.00
10,0.391080,124.00
10,0.391120,124.00
10,0.391160,124.00
10,0.391200,124.00
10,0.391240,124.00
10,0.391280,125.00
10,0.391320,124.00
10,0.391360,124.00
10,0.391400,124.00
10,0.391440,123.00
10,0.391480,124.00
10,0.391520,124.00
10,0.391560,124.00
10,0.391600,124.00
10,0.391640,124.00
10,0.391680,124.00
10,0.391720,124.00
10,0.391760,124.00
10,0.391800,124.00
10,0.391840,124.00
10,0.391880,124.00
10,0.391920,124.00
10,0.391960,124.00
10,0.392000,124.00
10,0.392040,124.00
10,0.392080,124.00
10,0.392120,124.00
10,0.392160,124.00
10,0.392200,124.00
10,0.392240,124.00
10,0.392280,125.00
10,0.392320,125.00
10,0.392360,124.00
10,0.392400,124.00
10,0.392440,124.00
10,0.392480,124.00
10,0.392520,124.00
10,0.392560,124.00
10,0.392600,124.00
10,0.392640,124.00
10,0.392680,124.00
10,0.392720,124.00
10,0.392760,124.00
10,0.392800,124.00
10,0.392840,124.00
10,0.392880,124.00
10,0.392920,124.00
10,0.392960,124.00
10,0.393000,124.00
10,0.393040,124.00
10,0.393080,124.00
10,0.393120,124.00
10,0.393160,124.00
10,0.393200,124.00
10,0.393240,124.00
10,0.393280,124.00
10,0.393320,124.00
10,0.393360,123.00
10,0.393400,124.00
10,0.393440,124.00
10,0.393480,124.00
10,0.393520,124.00
10,0.393560,124.00
10,0.393600,124.00
10,0.393640,124.00
10,0.393680,124.00
10,0.393720,124.00
10,0.393760,124.00
10,0.393800,124.00
10,0.393840,124.00
10,0.393880,124.00
10,0.393920,123.00
10,0.393960,124.00
10,0.394000,124.00
10,0.394040,124.00
10,0.394080,124.00
10,0.394120,124.00
10,0.394160,124.00
10,0.394200,124.00
10,0.394240,124.00
10,0.394280,124.00
10,0.394320,124.00
10,0.394360,124.00
10,0.394400,124.00
10,0.394440,124.00
10,0.394480,123.00
10,0.394520,123.00
10,0.394560,123.00
10,0.394600,123.00
10,0.394640,123.00
10,0.394680,123.00
10,0.394720,123.00
10,0.394760,124.00
10,0.394800,124.00
10,0.394840,124.00
10,0.394880,124.00
10,0.394920,123.00
10,0.394960,123.00
10,0.395000,124.00
10,0.395040,124.00
10,0.395080,125.00
10,0.395120,124.00
10,0.395160,124.00
10,0.395200,124.00
10,0.395240,124.00
10,0.395280,124.00
10,0.395320,124.00
10,0.395360,124.00
10,0.395400,124.00
10,0.395440,124.00
10,0.395480,124.00
10,0.395520,123.00
10,0.395560,124.00
10,0.395600,124.00
10,0.395640,124.00
10,0.395680,123.00
10,0.395720,124.00
10,0.395760,125.00
10,0.395800,124.00
10,0.395840,124.00
10,0.395880,125.00
10,0.395920,124.00
10,0.395960,124.00
10,0.396000,124.00
10,0.396040,124.00
10,0.396080,124.00
10,0.396120,124.00
10,0.396160,124.00
10,0.396200,124.00
10,0.396240,124.00
10,0.396280,124.00
10,0.396320,124.00
10,0.396360,124.00
10,0.396400,124.00
10,0.396440,124.00
10,0.396480,124.00
10,0.396520,124.00
10,0.396560,124.00
10,0.396600,124.00
10,0.396640,124.00
10,0.396680,124.00
10,0.396720,124.00
10,0.396760,123.00
10,0.396800,124.00
10,0.396840,124.00
10,0.396880,124.00
10,0.396920,124.00
10,0.396960,124.00
10,0.397000,124.00
10,0.397040,124.00
10,0.397080,124.00
10,0.397120,124.00
10,0.397160,124.00
10,0.397200,124.00
10,0.397240,124.00
10,0.397280,123.00
10,0.397320,123.00
10,0.397360,123.00
10,0.397400,124.00
10,0.397440,124.00
10,0.397480,124.00
10,0.397520,124.00
10,0.397560,124.00
10,0.397600,124.00
10,0.397640,124.00
10,0.397680,124.00
10,0.397720,124.00
10,0.397760,124.00
10,0.397800,124.00
10,0.397840,124.00
10,0.397880,124.00
10,0.397920,124.00
10,0.397960,124.00
10,0.398000,124.00
10,0.398040,124.00
10,0.398080,124.00
10,0.398120,123.00
10,0.398160,124.00
10,0.398200,123.00
10,0.398240,123.00
10,0.398280,124.00
10,0.398320,124.00
10,0.398360,124.00
10,0.398400,123.00
10,0.398440,124.00
10,0.398480,124.00
10,0.398520,124.00
10,0.398560,125.00
10,0.398600,125.00
10,0.398640,125.00
10,0.398680,124.00
10,0.398720,124.00
10,0.398760,124.00
10,0.398800,124.00
10,0.398840,124.00
10,0.398880,124.00
10,0.398920,124.00
10,0.398960,124.00
10,0.399000,124.00
10,0.399040,123.00
10,0.399080,124.00
10,0.399120,124.00
10,0.399160,124.00
10,0.399200,123.00
10,0.399240,124.00
10,0.399280,124.00
10,0.399320,124.00
10,0.399360,124.00
10,0.399400,123.00
10,0.399440,124.00
10,0.399480,124.00
10,0.399520,124.00
10,0.399560,124.00
10,0.399600,124.00
10,0.399640,125.00
10,0.399680,125.00
10,0.399720,124.00
10,0.399760,124.00
10,0.399800,124.00
10,0.399840,124.00
10,0.399880,124.00
10,0.399920,123.00
10,0.399960,124.00
10,0.400000,124.00
10,0.400040,124.00
10,0.400080,125.00
10,0.400120,124.00
10,0.400160,124.00
10,0.400200,124.00
10,0.400240,124.00
10,0.400280,124.00
10,0.400320,124.00
10,0.400360,124.00
10,0.400400,124.00
10,0.400440,124.00
10,0.400480,124.00
10,0.400520,123.00
10,0.400560,124.00
10,0.400600,124.00
10,0.400640,124.00
10,0.400680,124.00
10,0.400720,124.00
10,0.400760,125.00
10,0.400800,124.00
10,0.400840,124.00
10,0.400880,125.00
10,0.400920,124.00
10,0.400960,124.00
10,0.401000,124.00
10,0.401040,124.00
10,0.401080,124.00
10,0.401120,124.00
10,0.401160,124.00
10,0.401200,124.00
10,0.401240,124.00
10,0.401280,124.00
10,0.401320,124.00
10,0.401360,124.00
10,0.401400,124.00
10,0.401440,124.00
10,0.401480,124.00
10,0.401520,124.00
10,0.401560,124.00
10,0.401600,124.00
10,0.401640,124.00
10,0.401680,124.00
10,0.401720,124.00
10,0.401760,124.00
10,0.401800,124.00
10,0.401840,124.00
10,0.401880,124.00
10,0.401920,123.00
10,0.401960,124.00
10,0.402000,125.00
10,0.402040,124.00
10,0.402080,124.00
10,0.402120,124.00
10,0.402160,124.00
10,0.402200,124.00
10,0.402240,124.00
10,0.402280,124.00
10,0.402320,124.00
10,0.402360,124.00
10,0.402400,124.00
10,0.402440,124.00
10,0.402480,124.00
10,0.402520,124.00
10,0.402560,125.00
10,0.402600,125.00
10,0.402640,124.00
10,0.402680,123.00
10,0.402720,123.00
10,0.402760,123.00
10,0.402800,124.00
10,0.402840,124.00
10,0.402880,124.00
10,0.402920,124.00
10,0.402960,124.00
10,0.403000,124.00
10,0.403040,124.00
10,0.403080,124.00
10,0.403120,124.00
10,0.403160,124.00
10,0.403200,123.00
10,0.403240,124.00
10,0.403280,124.00
10,0.403320,124.00
10,0.403360,124.00
10,0.403400,124.00
10,0.403440,124.00
10,0.403480,124.00
10,0.403520,124.00
10,0.403560,124.00
10,0.403600,124.00
10,0.403640,124.00
10,0.403680,124.00
10,0.403720,124.00
10,0.403760,124.00
10,0.403800,124.00
10,0.403840,124.00
10,0.403880,123.00
10,0.403920,123.00
10,0.403960,124.00
10,0.404000,123.00
